city_ascii;province_id;province_name;lat;lng;population;density
Kitimat;BC;British Columbia;54;-128.7;8131;34.7
Shelburne;ON;Ontario;44.0833;-80.2;8126;907.1
Happy Valley;NL;Newfoundland and Labrador;53.3396;-60.4467;8109;26.5
Saint-Hippolyte;QC;Quebec;45.93;-74.02;8083;67
Castlegar;BC;British Columbia;49.3256;-117.6661;8039;408.6
Church Point;NS;Nova Scotia;44.3333;-66.1167;8018;9.4
Drumheller;AB;Alberta;51.4636;-112.7194;7982;73.9
Kirkland Lake;ON;Ontario;48.15;-80.0333;7981;30.4
Argyle;NS;Nova Scotia;43.8;-65.85;7899;5.2
Torbay;NL;Newfoundland and Labrador;47.65;-52.7333;7899;212.1
La Peche;QC;Quebec;45.6833;-75.9833;7863;13.4
Banff;AB;Alberta;51.1781;-115.5719;7847;1646
Innisfail;AB;Alberta;52.0333;-113.95;7847;404.6
Nicolet;QC;Quebec;46.2167;-72.6167;7828;81.5
Rockwood;MB;Manitoba;50.2856;-97.2869;7823;6.5
Drummond/North Elmsley;ON;Ontario;44.9667;-76.2;7773;21.2
Dryden;ON;Ontario;49.7833;-92.8333;7749;117.1
Iqaluit;NU;Nunavut;63.7598;-68.5107;7740;147.4
Fort Frances;ON;Ontario;48.6167;-93.4;7739;303.4
La Sarre;QC;Quebec;48.8;-79.2;7719;51.9
Trail;BC;British Columbia;49.095;-117.71;7709;220.7
Chandler;QC;Quebec;48.35;-64.6833;7703;18.4
Stone Mills;ON;Ontario;44.45;-76.9167;7702;10.9
Hanover;ON;Ontario;44.15;-81.0333;7688;763.8
South-West Oxford;ON;Ontario;42.95;-80.8;7664;20.7
Acton Vale;QC;Quebec;45.65;-72.5667;7664;84.2
Bromont;QC;Quebec;45.3167;-72.65;7649;66.9
Beckwith;ON;Ontario;45.0833;-76.0667;7644;31.8
Goderich;ON;Ontario;43.7333;-81.7;7628;882.8
Plympton-Wyoming;ON;Ontario;43.0167;-82.0833;7576;23.8
Central Huron;ON;Ontario;43.63;-81.57;7576;16.9
Rigaud;QC;Quebec;45.4833;-74.3;7566;74.1
Louiseville;QC;Quebec;46.25;-72.95;7517;120.1
Chibougamau;QC;Quebec;49.9167;-74.3667;7504;10.7
Aylmer;ON;Ontario;42.7667;-80.9833;7492;1197.6
Delson;QC;Quebec;45.37;-73.55;7462;982.6
Kimberley;BC;British Columbia;49.6697;-115.9775;7425;122.5
Blandford-Blenheim;ON;Ontario;43.2333;-80.6;7399;19.4
Bayham;ON;Ontario;42.7333;-80.7833;7396;30.2
Augusta;ON;Ontario;44.7511;-75.6003;7353;23.4
Puslinch;ON;Ontario;43.45;-80.1667;7336;34.2
Beauport;QC;Quebec;46.9667;-71.3;7281;118.8
Saint-Remi;QC;Quebec;45.2667;-73.6167;7265;92.2
St. Marys;ON;Ontario;43.2583;-81.1333;7265;583.5
Drayton Valley;AB;Alberta;53.2222;-114.9769;7235;235.5
Ponoka;AB;Alberta;52.6833;-113.5667;7229;417.1
Labrador City;NL;Newfoundland and Labrador;52.95;-66.9167;7220;186
Donnacona;QC;Quebec;46.6747;-71.7294;7200;357.6
Southgate;ON;Ontario;44.1;-80.5833;7190;11.4
McNab/Braeside;ON;Ontario;45.45;-76.5;7178;28.1
Macdonald;MB;Manitoba;49.6725;-97.4472;7162;6.2
Hampstead;QC;Quebec;45.4833;-73.6333;7153;3996.5
Baie-Saint-Paul;QC;Quebec;47.45;-70.5;7146;13.1
Merritt;BC;British Columbia;50.1128;-120.7897;7139;273.9
Bluewater;ON;Ontario;43.45;-81.6;7136;17.1
East Zorra-Tavistock;ON;Ontario;43.2333;-80.7833;7129;29.4
Brownsburg;QC;Quebec;45.6703;-74.4467;7122;28.8
Stoneham-et-Tewkesbury;QC;Quebec;47.1667;-71.4333;7106;10.6
Asbestos;QC;Quebec;45.7667;-71.9333;7096;239.1
Huron-Kinloss;ON;Ontario;44.05;-81.5333;7069;16
Coteau-du-Lac;QC;Quebec;45.3;-74.18;7044;150.2
The Blue Mountains;ON;Ontario;44.4833;-80.3833;7025;24.5
Whitewater Region;ON;Ontario;45.7167;-76.8333;7009;13
Edwardsburgh/Cardinal;ON;Ontario;44.8333;-75.5;6959;22.3
Sainte-Anne-des-Monts;QC;Quebec;49.1333;-66.5;6933;26.3
Old Chelsea;QC;Quebec;45.5;-75.7833;6909;60.7
North Stormont;ON;Ontario;45.2167;-75;6873;13.3
Alnwick/Haldimand;ON;Ontario;44.0833;-78.0333;6869;17.25
Peace River;AB;Alberta;56.2339;-117.2897;6842;260.6
Arran-Elderslie;ON;Ontario;44.4;-81.2;6803;14.8
Saint-Zotique;QC;Quebec;45.25;-74.25;6773;268.8
Val-Shefford;QC;Quebec;45.35;-72.5667;6711;56.7
Douro-Dummer;ON;Ontario;44.45;-78.1;6709;14.6
Plessisville;QC;Quebec;46.2167;-71.7833;6688;1546
Ritchot;MB;Manitoba;49.6647;-97.1167;6679;20
Otonabee-South Monaghan;ON;Ontario;44.2333;-78.2333;6670;19.2
Shediac;NB;New Brunswick;46.2167;-64.5333;6664;123.5
Slave Lake;AB;Alberta;55.2853;-114.7706;6651;460.5
Port-Cartier;QC;Quebec;50.0333;-66.8667;6651;6
Saint-Lambert-de-Lauzon;QC;Quebec;46.5865;-71.2271;6647;62.2
Barrington;NS;Nova Scotia;43.5646;-65.5639;6646;10.5
Rocky Mountain House;AB;Alberta;52.3753;-114.9217;6635;521.8
Chatsworth;ON;Ontario;44.38;-80.87;6630;11.1
Stephenville;NL;Newfoundland and Labrador;48.55;-58.5667;6623;185.6
Muskoka Falls;ON;Ontario;45.1264;-79.558;6588;8.3
Devon;AB;Alberta;53.3633;-113.7322;6578;460.2
Yarmouth;NS;Nova Scotia;43.8361;-66.1175;6518;616.9
Boischatel;QC;Quebec;46.9;-71.15;6465;308.8
Parry Sound;ON;Ontario;45.3333;-80.0333;6408;478.2
Pointe-Calumet;QC;Quebec;45.5;-73.97;6396;1382.4
Beaubassin East / Beaubassin-est;NB;New Brunswick;46.1726;-64.3122;6376;21.9
Wainfleet;ON;Ontario;42.925;-79.375;6372;29.3
Cramahe;ON;Ontario;44.0833;-77.8833;6355;31.4
Beauceville;QC;Quebec;46.2;-70.7833;6354;37.9
North Middlesex;ON;Ontario;43.15;-81.6333;6352;10.6
Amqui;QC;Quebec;48.4667;-67.4333;6322;52.3
Sainte-Catherine-de-la-Jacques-Cartier;QC;Quebec;46.85;-71.6167;6319;52.1
Clarenville;NL;Newfoundland and Labrador;48.1566;-53.965;6291;44.7
Mont-Joli;QC;Quebec;48.58;-68.18;6281;272.6
Dysart et al;ON;Ontario;45.2042;-78.4047;6280;4.2
Wainwright;AB;Alberta;52.8333;-110.8667;6270;688.7
Contrecoeur;QC;Quebec;45.85;-73.2333;6252;102.2
Beresford;NB;New Brunswick;47.7181;-65.8794;6248;13.7
Saint-Joseph-du-Lac;QC;Quebec;45.5333;-74;6195;149.7
Hope;BC;British Columbia;49.3858;-121.4419;6181;151
Gimli;MB;Manitoba;50.6619;-97.0297;6181;19.5
Douglas;NB;New Brunswick;46.2819;-66.942;6154;4.3
Saint-Apollinaire;QC;Quebec;46.6167;-71.5167;6110;63
Hindon Hill;ON;Ontario;44.9333;-78.7333;6088;6.9
Les Cedres;QC;Quebec;45.3;-74.05;6079;78.1
La Broquerie;MB;Manitoba;49.3994;-96.5103;6076;10.5
Kent;BC;British Columbia;49.2833;-121.75;6067;35.9
Tweed;ON;Ontario;44.6;-77.3333;6044;6.3
Saint-Felix-de-Valois;QC;Quebec;46.17;-73.43;6029;68.6
Bay Roberts;NL;Newfoundland and Labrador;47.5847;-53.2783;6012;249.9
Melfort;SK;Saskatchewan;52.8564;-104.61;5992;405.4
Bonnyville;AB;Alberta;54.2667;-110.75;5975;421.4
Stettler;AB;Alberta;52.3236;-112.7192;5952;453
Saint-Calixte;QC;Quebec;45.95;-73.85;5934;41.4
Lac-Megantic;QC;Quebec;45.5833;-70.8833;5932;272.5
Perth;ON;Ontario;44.9;-76.25;5930;484.1
Oliver Paipoonge;ON;Ontario;48.39;-89.52;5922;16.9
Humboldt;SK;Saskatchewan;52.2019;-105.1231;5869;1783.4
Charlemagne;QC;Quebec;45.7167;-73.4833;5853;2704
Pontiac;QC;Quebec;45.5833;-76.1333;5850;13.1
St. Paul;AB;Alberta;53.9928;-111.2972;5827;674.2
Petrolia;ON;Ontario;42.8833;-82.1417;5742;452.8
Southwest Middlesex;ON;Ontario;42.75;-81.7;5723;13.4
Front of Yonge;ON;Ontario;44.5333;-75.8667;5710;20.3
Vegreville;AB;Alberta;53.4928;-112.0522;5708;405.4
Sainte-Brigitte-de-Laval;QC;Quebec;47;-71.2;5696;52.4
Princeville;QC;Quebec;46.1667;-71.8833;5693;29.3
Vercheres;QC;Quebec;45.7833;-73.35;5692;77.7
The Pas;MB;Manitoba;53.825;-101.2533;5689;115.3
Saint-Cesaire;QC;Quebec;45.4167;-73;5686;68.1
La Ronge;SK;Saskatchewan;55.1;-105.3;5671;163.9
Tay Valley;ON;Ontario;44.8667;-76.3833;5665;10.3
South Bruce;ON;Ontario;44.0333;-81.2;5639;11.6
McMasterville;QC;Quebec;45.55;-73.2333;5615;1810.3
Redcliff;AB;Alberta;50.0792;-110.7783;5600;344.6
Crowsnest Pass;AB;Alberta;49.5955;-114.5136;5589;15
Saint-Philippe;QC;Quebec;45.35;-73.47;5495;88.5
Richelieu;QC;Quebec;45.45;-73.25;5467;176.2
Notre-Dame-du-Mont-Carmel;QC;Quebec;46.4833;-72.65;5467;42.6
L'Ange-Gardien;QC;Quebec;45.5833;-75.45;5464;25
Sainte-Martine;QC;Quebec;45.25;-73.8;5461;86.4
Saint-Pie;QC;Quebec;45.5;-72.9;5438;49.9
Peachland;BC;British Columbia;49.7736;-119.7369;5428;340.1
Ashfield-Colborne-Wawanosh;ON;Ontario;43.8667;-81.6;5422;9.2
Trent Lakes;ON;Ontario;44.6667;-78.4333;5397;6.3
Northern Rockies;BC;British Columbia;59;-123.75;5393;0.063
Cookshire;QC;Quebec;45.3729;-71.672;5393;18.2
West St. Paul;MB;Manitoba;50.0119;-97.115;5368;61.1
Windsor;QC;Quebec;45.5667;-72;5367;375.5
L'Epiphanie;QC;Quebec;45.85;-73.4833;5353;2367.9
Creston;BC;British Columbia;49.09;-116.51;5351;626.8
Smithers;BC;British Columbia;54.7819;-127.1681;5351;514.9
Cornwall;PE;Prince Edward Island;46.2407;-63.2009;5348;189.7
Meadow Lake;SK;Saskatchewan;54.1242;-108.4358;5344;433.6
Lanark Highlands;ON;Ontario;45.088;-76.517;5338;5.1
Sackville;NB;New Brunswick;45.9;-64.3667;5331;71.9
Grand Falls;NB;New Brunswick;47.0344;-67.7394;5326;294.4
Cochrane;ON;Ontario;49.0667;-81.0167;5321;9.9
Marystown;NL;Newfoundland and Labrador;47.1667;-55.1667;5316;85.8
Sioux Lookout;ON;Ontario;50.1;-91.9167;5272;13.9
Didsbury;AB;Alberta;51.6658;-114.1311;5268;321.7
Saint-Honore;QC;Quebec;48.5333;-71.0833;5257;27.8
Fernie;BC;British Columbia;49.5042;-115.0628;5249;388.8
Deer Lake;NL;Newfoundland and Labrador;49.1744;-57.4269;5249;71.7
Woodstock;NB;New Brunswick;46.1522;-67.5983;5228;356.7
Val-David;QC;Quebec;46.03;-74.22;5209;103.9
Flin Flon;SK;Saskatchewan;54.7667;-101.8778;5185;448.9
Hudson;QC;Quebec;45.45;-74.15;5165;234.5
Gananoque;ON;Ontario;44.33;-76.17;5159;733.6
Brokenhead;MB;Manitoba;50.1428;-96.5319;5122;6.8
Saint-Paul;QC;Quebec;45.9833;-73.45;5122;103.7
Burton;NB;New Brunswick;45.8009;-66.4066;5119;19.8
Spallumcheen;BC;British Columbia;50.4462;-119.2121;5106;20
Westlock;AB;Alberta;54.1522;-113.8511;5101;381.4
Temiscouata-sur-le-Lac;QC;Quebec;47.68;-68.88;5096;23.3
Shannon;QC;Quebec;46.8833;-71.5167;5086;79.8
Osoyoos;BC;British Columbia;49.0325;-119.4661;5085;598.2
Montreal-Ouest;QC;Quebec;45.4536;-73.6472;5085;3614.6
Hearst;ON;Ontario;49.6869;-83.6544;5070;51.5
Saint-Henri;QC;Quebec;46.7;-71.0667;5023;41.1
Ste. Anne;MB;Manitoba;49.6186;-96.5708;5003;10.5
Antigonish;NS;Nova Scotia;45.6167;-61.9833;5002;871.7
Espanola;ON;Ontario;46.25;-81.7667;4996;60.3
West Elgin;ON;Ontario;42.5833;-81.6667;4995;15.5
Flin Flon (Part);MB;Manitoba;54.7712;-101.8419;4982;359.2
Grand Bay-Westfield;NB;New Brunswick;45.3608;-66.2415;4964;83
Sainte-Anne-de-Bellevue;QC;Quebec;45.4039;-73.9525;4958;473
North Huron;ON;Ontario;43.83;-81.42;4932;27.6
Oliver;BC;British Columbia;49.1844;-119.55;4928;896
Saint-Roch-de-l'Achigan;QC;Quebec;45.85;-73.6;4892;60.6
Stirling-Rawdon;ON;Ontario;44.3667;-77.5917;4882;17.3
Chisasibi;QC;Quebec;53.6645;-78.7938;4872;5.9
Carbonear;NL;Newfoundland and Labrador;47.7375;-53.2294;4838;411.5
Saint Marys;NB;New Brunswick;46.1748;-66.4897;4837;6.4
Chertsey;QC;Quebec;46.17;-73.92;4836;16.8
Armstrong;BC;British Columbia;50.4483;-119.1961;4830;927.7
Stonewall;MB;Manitoba;50.1344;-97.3261;4809;802.8
Shippagan;NB;New Brunswick;47.8557;-64.6012;4800;23.1
Lanoraie;QC;Quebec;45.9667;-73.2167;4787;46.4
Memramcook;NB;New Brunswick;46;-64.55;4778;25.5
Centre Hastings;ON;Ontario;44.4167;-77.4417;4774;20.4
Warwick;QC;Quebec;45.95;-71.9833;4766;43.3
East Ferris;ON;Ontario;46.2667;-79.3;4750;30.6
Hanwell;NB;New Brunswick;45.8681;-66.7947;4750;31.4
Saint-Joseph-de-Beauce;QC;Quebec;46.3;-70.8833;4722;42.6
Metchosin;BC;British Columbia;48.3819;-123.5378;4708;66.2
Lucan Biddulph;ON;Ontario;43.2;-81.3833;4700;27.8
Riviere-Rouge;QC;Quebec;46.4167;-74.8667;4645;10.2
Greenstone;ON;Ontario;50;-86.7333;4636;1.7
Saint-Mathias-sur-Richelieu;QC;Quebec;45.4667;-73.2667;4618;97.8
Neepawa;MB;Manitoba;50.2289;-99.4656;4609;206.5
Gibsons;BC;British Columbia;49.4028;-123.5036;4605;1066
Kindersley;SK;Saskatchewan;51.4678;-109.1567;4597;347.5
Jasper;AB;Alberta;52.9013;-118.1312;4590;5
Barrhead;AB;Alberta;54.1167;-114.4;4579;560.4
Les Coteaux;QC;Quebec;45.28;-74.23;4568;393.2
Melville;SK;Saskatchewan;50.9306;-102.8078;4562;307.8
Saint-Germain-de-Grantham;QC;Quebec;45.8333;-72.5667;4551;51.9
Iroquois Falls;ON;Ontario;48.7667;-80.6667;4537;7.6
Havelock-Belmont-Methuen;ON;Ontario;44.5667;-77.9;4530;8.3
Cornwallis;MB;Manitoba;49.7981;-99.8481;4520;9
Saint-Boniface;QC;Quebec;46.5;-72.8167;4511;41.4
Edenwold No. 158;SK;Saskatchewan;50.5166;-104.3451;4490;5.3
Coverdale;NB;New Brunswick;46.0003;-64.8859;4466;18.9
Vanderhoof;BC;British Columbia;54.0143;-124.0089;4439;81
Southwold;ON;Ontario;42.75;-81.3167;4421;14.7
Goulds;NL;Newfoundland and Labrador;47.4517;-52.7647;4418;721.3
Saint Stephen;NB;New Brunswick;45.2;-67.2833;4415;326.6
Waterloo;QC;Quebec;45.35;-72.5167;4410;360.2
Nipawin;SK;Saskatchewan;53.3572;-104.0192;4401;505
Neuville;QC;Quebec;46.7;-71.5833;4392;61
Saint-Cyrille-de-Wendover;QC;Quebec;45.9333;-72.4333;4389;39.8
Central Frontenac;ON;Ontario;44.7167;-76.8;4373;4.3
Mont-Orford;QC;Quebec;45.3661;-72.1838;4337;31.8
Saint-Jean-de-Matha;QC;Quebec;46.23;-73.53;4335;39.6
Seguin;ON;Ontario;45.2882;-79.8116;4304;7.2
Tyendinaga;ON;Ontario;44.3;-77.2;4297;13.7
Hampton;NB;New Brunswick;45.533;-65.833;4289;203.4
Sussex;NB;New Brunswick;45.7167;-65.5167;4282;478.3
Grand Forks;BC;British Columbia;49.0333;-118.44;4274;388.1
La Pocatiere;QC;Quebec;47.3667;-70.0333;4266;196.3
Caraquet;NB;New Brunswick;47.7853;-64.9592;4248;62.1
Saint-Etienne-des-Gres;QC;Quebec;46.4333;-72.7667;4217;40.2
Altona;MB;Manitoba;49.1044;-97.5625;4212;445.2
Stellarton;NS;Nova Scotia;45.5567;-62.66;4208;468.1
Wolfville;NS;Nova Scotia;45.0833;-64.3667;4195;649.8
New Maryland;NB;New Brunswick;45.8911;-66.6847;4174;195.7
Port Hardy;BC;British Columbia;50.7225;-127.4928;4132;106.7
Saint-Donat;QC;Quebec;46.3167;-74.2167;4130;11.7
Chateau-Richer;QC;Quebec;46.9667;-71.0167;4126;18
Madawaska Valley;ON;Ontario;45.5;-77.6667;4123;6.1
Deep River;ON;Ontario;46.1;-77.4917;4109;82
Asphodel-Norwood;ON;Ontario;44.3531;-78.0183;4109;25.5
Red Lake;ON;Ontario;51.0333;-93.8333;4107;6.7
Metabetchouan-Lac-a-la-Croix;QC;Quebec;48.4333;-71.8667;4097;21.9
Berthierville;QC;Quebec;46.0833;-73.1833;4091;596.8
Vermilion;AB;Alberta;53.3542;-110.8528;4084;315.8
Niverville;MB;Manitoba;49.6056;-97.0417;4083;1767.5
Hastings Highlands;ON;Ontario;45.2333;-77.9333;4078;4.2
Carstairs;AB;Alberta;51.5619;-114.0953;4077;342.1
Danville;QC;Quebec;45.7833;-72.0167;4070;26.7
Channel-Port aux Basques;NL;Newfoundland and Labrador;47.5694;-59.1361;4067;104.9
Battleford;SK;Saskatchewan;52.7383;-108.3153;4065;174.2
Lac-Etchemin;QC;Quebec;46.4;-70.5;4061;25.8
Saint-Antonin;QC;Quebec;47.7667;-69.4833;4027;22.9
Saint-Jacques;QC;Quebec;45.95;-73.5667;4021;59.7
Swan River;MB;Manitoba;52.1058;-101.2667;4014;560.4
Sutton;QC;Quebec;45.091;-72.5792;4012;16.3
Northern Bruce Peninsula;ON;Ontario;45.08;-81.38;3999;5.1
L'Islet-sur-Mer;QC;Quebec;47.1;-70.35;3999;33.3
Carleton-sur-Mer;QC;Quebec;48.1;-66.1333;3991;18
Oka;QC;Quebec;45.47;-74.08;3969;69.3
Prescott;ON;Ontario;44.7167;-75.5167;3965;1273.5
Amaranth;ON;Ontario;43.9833;-80.2333;3963;15
Marmora and Lake;ON;Ontario;44.6425;-77.7372;3953;7.1
Maniwaki;QC;Quebec;46.375;-75.9667;3930;677.7
Morin-Heights;QC;Quebec;45.9;-74.25;3925;69.5
Dundas;NB;New Brunswick;46.3155;-64.6947;3914;22.4
Napierville;QC;Quebec;45.1833;-73.4;3899;796.6
Crabtree;QC;Quebec;45.9667;-73.4667;3887;155
Bancroft;ON;Ontario;45.05;-77.85;3881;16.9
Saint-Tite;QC;Quebec;46.7333;-72.5667;3880;41.9
Howick;ON;Ontario;43.9;-81.07;3873;13.4
Dutton/Dunwich;ON;Ontario;42.6667;-81.5;3866;13.1
Callander;ON;Ontario;46.1781;-79.4125;3863;36.4
Simonds;NB;New Brunswick;45.3145;-65.803;3843;13.7
Baie-d'Urfe;QC;Quebec;45.4167;-73.9167;3823;633.9
New Richmond;QC;Quebec;48.1667;-65.8667;3810;22.6
Perth South;ON;Ontario;43.3;-81.15;3810;9.7
Roxton Pond;QC;Quebec;45.4833;-72.6667;3786;38.8
Sparwood;BC;British Columbia;49.7331;-114.8853;3784;19.4
Claresholm;AB;Alberta;50.0194;-113.5783;3780;465.9
Breslau;ON;Ontario;43.4816;-80.408;3778;691.9
Montague;ON;Ontario;44.9667;-75.9667;3761;13.4
Cumberland;BC;British Columbia;49.6206;-125.0261;3753;128.9
Beaupre;QC;Quebec;47.05;-70.9;3752;163.4
Saint-Andre-Avellin;QC;Quebec;45.7167;-75.0667;3749;27.2
Saint-Ambroise-de-Kildare;QC;Quebec;46.0833;-73.55;3747;55.3
East Angus;QC;Quebec;45.4833;-71.6667;3741;472.7
Rossland;BC;British Columbia;49.0786;-117.7992;3729;62.4
Mackenzie;BC;British Columbia;55.3381;-123.0944;3714;22.6
Golden;BC;British Columbia;51.3019;-116.9667;3708;325
Raymond;AB;Alberta;49.4658;-112.6508;3708;557.1
Saint-Adolphe-d'Howard;QC;Quebec;45.97;-74.33;3702;26.6
Warwick;ON;Ontario;43;-81.8917;3692;12.7
Bowen Island;BC;British Columbia;49.3833;-123.3833;3680;73.4
Bonnechere Valley;ON;Ontario;45.5333;-77.1;3674;6.2
Windsor;NS;Nova Scotia;44.9803;-64.1292;3648;400.6
Pincher Creek;AB;Alberta;49.4861;-113.95;3642;361.1
Alnwick;NB;New Brunswick;47.2656;-65.2292;3640;5.4
Westville;NS;Nova Scotia;45.55;-62.7;3628;254.9
Fruitvale;BC;British Columbia;49.1161;-117.5414;3627;1363.5
Pasadena;NL;Newfoundland and Labrador;49.0161;-57.605;3620;73.6
Saint-Prosper;QC;Quebec;46.2167;-70.4833;3605;27
Ormstown;QC;Quebec;45.13;-74;3595;25.2
Cardston;AB;Alberta;49.2025;-113.3019;3585;417.5
Westbank;BC;British Columbia;49.8423;-119.6743;3581;80.6
De Salaberry;MB;Manitoba;49.4403;-96.9844;3580;5.3
Headingley;MB;Manitoba;49.8681;-97.3908;3579;33.4
Grande Cache;AB;Alberta;53.8773;-119.1199;3571;102.1
Atholville;NB;New Brunswick;47.9894;-66.7125;3570;29.8
Saint-Agapit;QC;Quebec;46.5667;-71.4333;3567;54.5
Prince Albert No. 461;SK;Saskatchewan;53.1089;-105.6574;3562;3.5
Casselman;ON;Ontario;45.3;-75.0833;3548;693.4
Saint-Ambroise;QC;Quebec;48.55;-71.3333;3546;23.5
Hay River;NT;Northwest Territories;60.7531;-115.9004;3528;26.5
Mistissini;QC;Quebec;50.5707;-73.6829;3523;4.1
Studholm;NB;New Brunswick;45.8133;-65.5747;3522;7.8
Lumby;BC;British Columbia;50.2494;-118.9656;3500;379.5
Saint-Faustin--Lac-Carre;QC;Quebec;46.0813;-74.4668;3499;28.8
Morris-Turnberry;ON;Ontario;43.85;-81.25;3496;9.1
Placentia;NL;Newfoundland and Labrador;47.2458;-53.9611;3496;60.2
Saint-Pascal;QC;Quebec;47.5333;-69.8;3490;58.8
Mulmur;ON;Ontario;44.1917;-80.1083;3478;12.1
Blind River;ON;Ontario;46.1833;-82.95;3472;6.6
Dunham;QC;Quebec;45.1333;-72.8;3471;17.8
Havre-Saint-Pierre;QC;Quebec;50.2333;-63.6;3460;1.2
Saint-Anselme;QC;Quebec;46.6333;-70.9667;3458;46.9
Trois-Pistoles;QC;Quebec;48.12;-69.18;3456;450.9
Grande-Riviere;QC;Quebec;48.4;-64.5;3456;39.5
Powassan;ON;Ontario;46.0825;-79.3619;3455;15.4
Malartic;QC;Quebec;48.1333;-78.1333;3449;23.2
Bonavista;NL;Newfoundland and Labrador;48.6597;-53.1208;3448;109.4
Killarney - Turtle Mountain;MB;Manitoba;49.1775;-99.6906;3429;3.7
Woodlands;MB;Manitoba;50.2408;-97.7358;3416;2.9
Lewisporte;NL;Newfoundland and Labrador;49.23;-55.07;3409;92.4
Saint-Denis-de-Brompton;QC;Quebec;45.45;-72.0833;3402;48.1
Invermere;BC;British Columbia;50.5083;-116.0303;3391;315.9
Salisbury;NB;New Brunswick;46.0776;-65.1996;3388;3.9
Bifrost-Riverton;MB;Manitoba;51.0603;-97.1436;3378;2.1
Buckland No. 491;SK;Saskatchewan;53.3276;-105.7804;3375;4.3
Cartier;MB;Manitoba;49.9161;-97.7;3368;6.1
Sainte-Anne-des-Lacs;QC;Quebec;45.85;-74.1333;3363;135.8
Highlands East;ON;Ontario;44.9667;-78.25;3343;4.7
Alexander;MB;Manitoba;50.4222;-96.075;3333;2.1
Sainte-Claire;QC;Quebec;46.6;-70.8667;3325;37.8
Perce;QC;Quebec;48.5333;-64.2167;3312;7.7
Saint-Jean-Port-Joli;QC;Quebec;47.2167;-70.2667;3304;47.9
East Hawkesbury;ON;Ontario;45.5167;-74.4667;3296;14
Bright;NB;New Brunswick;46.1205;-67.0545;3289;8.1
Penhold;AB;Alberta;52.1333;-113.8667;3277;619.9
Saint-Andre-d'Argenteuil;QC;Quebec;45.5667;-74.3333;3275;33.5
Saint-Come--Liniere;QC;Quebec;46.0667;-70.5167;3274;21.8
Saint-Sulpice;QC;Quebec;45.8333;-73.35;3273;90
Marathon;ON;Ontario;48.75;-86.3667;3273;19.2
Forestville;QC;Quebec;48.7333;-69.0833;3270;16.8
Inuvik;NT;Northwest Territories;68.3407;-133.6096;3243;51.9
Richmond;QC;Quebec;45.6667;-72.15;3232;460.2
Lake Cowichan;BC;British Columbia;48.8258;-124.0542;3226;369.6
Sables-Spanish Rivers;ON;Ontario;46.2333;-82;3214;3.9
Hillsburg-Roblin-Shell River;MB;Manitoba;51.3343;-101.2929;3214;1.9
Port Hawkesbury;NS;Nova Scotia;45.6153;-61.3642;3214;396.6
Three Hills;AB;Alberta;51.7072;-113.2647;3212;475.7
Lorette;MB;Manitoba;49.7414;-96.8761;3208;685
Paspebiac;QC;Quebec;48.0333;-65.25;3198;33.8
Saint-Thomas;QC;Quebec;46.0167;-73.35;3193;33.6
Saint-Jean-Baptiste;QC;Quebec;45.5167;-73.1167;3191;44.3
Portneuf;QC;Quebec;46.7;-71.8833;3187;29.1
Pictou;NS;Nova Scotia;45.6814;-62.7119;3186;397.6
Tisdale;SK;Saskatchewan;52.85;-104.05;3180;491.5
Lake of Bays;ON;Ontario;45.3043;-79.018;3167;4.7
High Level;AB;Alberta;58.5169;-117.1361;3159;108.2
Gibbons;AB;Alberta;53.8278;-113.3228;3159;421.3
Bishops Falls;NL;Newfoundland and Labrador;49.0167;-55.5167;3156;112.2
WestLake-Gladstone;MB;Manitoba;50.2862;-98.8415;3154;1.7
Normandin;QC;Quebec;48.8333;-72.5333;3137;14.8
Saint-Alphonse-Rodriguez;QC;Quebec;46.1833;-73.7;3134;32
Beausejour;MB;Manitoba;50.0622;-96.5161;3126;584.4
Dalhousie;NB;New Brunswick;48.1;-66.6167;3126;205.3
Saint-Alphonse-de-Granby;QC;Quebec;45.3333;-72.8167;3125;62.6
Lac du Bonnet;MB;Manitoba;50.2577;-96.1209;3121;2.8
Clermont;QC;Quebec;47.6833;-70.2333;3118;62.8
Virden;MB;Manitoba;49.8508;-100.9317;3114;370.2
Compton;QC;Quebec;45.2333;-71.8167;3112;15.1
White City;SK;Saskatchewan;50.4353;-104.3572;3099;7.5
Ellison;BC;British Columbia;49.9646;-119.3178;3094;37.6
Mont-Saint-Gregoire;QC;Quebec;45.3333;-73.1667;3086;38.8
Wellington;NB;New Brunswick;46.4768;-64.7478;3079;16.7
Merrickville;ON;Ontario;44.8539;-75.8269;3067;14.3
Saint-Liboire;QC;Quebec;45.65;-72.7667;3051;41.9
Degelis;QC;Quebec;47.55;-68.65;3051;5.5
Morris;MB;Manitoba;49.3986;-97.4592;3047;2.9
Saint-Alexis-des-Monts;QC;Quebec;46.4667;-73.1333;3046;2.9
Cap-Saint-Ignace;QC;Quebec;47.0333;-70.4667;3045;14.6
Saint-Anaclet-de-Lessard;QC;Quebec;48.48;-68.42;3035;23.9
Carman;MB;Manitoba;49.4992;-98.0008;3027;702.4
Athens;ON;Ontario;44.625;-75.95;3013;23.6
Melancthon;ON;Ontario;44.15;-80.2667;3008;9.7
Cap Sante;QC;Quebec;46.6667;-71.7833;2996;54.7
Harbour Grace;NL;Newfoundland and Labrador;47.6917;-53.2167;2995;88.8
